timestamp,ver,product_family,country,device_type,os,checkout_failure_count,payment_api_failure_count,purchase_count,revenue
2018-06-06 04:25:29,ECOM_200,Clothes,Canada,Mobile,iOS,2278.8519,2138.0904,14554.6655,12929.7879
2018-06-06 04:25:29,ECOM_200,Shoes,Canada,Mobile,iOS,3212.0836,1668.6873,17821.0097,16476.3173
2018-06-06 04:25:29,ECOM_200,Clothes,GreatBritain,Mobile,iOS,1641.5421,3010.7116,17238.006,15262.2969
2018-06-06 04:25:29,ECOM_200,Shoes,GreatBritain,Mobile,iOS,1889.221,1536.815,16143.7722,24934.8512
2018-06-07 04:25:29,ECOM_200,Clothes,USA,Mobile,iOS,3546.8733,1528.6919,13162.9055,17535.2532
2018-06-07 04:25:29,ECOM_200,Shoes,USA,Mobile,iOS,1376.7783,2287.6847,9072.1608,22784.4341
2018-06-07 04:25:29,ECOM_200,Clothes,Canada,Mobile,iOS,2258.6032,2153.859,14655.6006,13561.3155
2018-06-07 04:25:29,ECOM_200,Shoes,Canada,Mobile,iOS,3269.7004,1693.2466,18197.3887,17049.0279
2018-06-07 04:25:29,ECOM_200,Clothes,GreatBritain,Mobile,iOS,1641.1555,2955.3089,15593.851,14760.9863
2018-06-07 04:25:29,ECOM_200,Shoes,GreatBritain,Mobile,iOS,1853.7486,1575.4986,15872.6783,23763.6661
2018-06-08 04:25:29,ECOM_200,Clothes,USA,Mobile,iOS,3317.7873,1563.9258,13579.5119,18000.6055
2018-06-08 04:25:29,ECOM_200,Shoes,USA,Mobile,iOS,1356.3015,2286.4283,9438.3686,23785.3195
2018-06-08 04:25:29,ECOM_200,Clothes,Canada,Mobile,iOS,2335.1081,2198.4473,15150.3901,13622.4386
2018-06-08 04:25:29,ECOM_200,Shoes,Canada,Mobile,iOS,3155.036,1671.8293,18410.6164,17456.387
2018-06-08 04:25:29,ECOM_200,Clothes,GreatBritain,Mobile,iOS,1640.6051,2850.61,14252.9514,14285.218
2018-06-08 04:25:29,ECOM_200,Shoes,GreatBritain,Mobile,iOS,1885.4878,1610.9707,15126.3761,21471.089
2018-06-09 04:25:29,ECOM_200,Clothes,USA,Mobile,iOS,3458.0465,1534.4495,13926.4802,18684.7325
2018-06-09 04:25:29,ECOM_200,Shoes,USA,Mobile,iOS,1386.1073,2291.0558,9765.1027,24176.9487
2018-06-09 04:25:29,ECOM_200,Clothes,Canada,Mobile,iOS,2314.0546,2212.915,15568.6231,13535.2326
2018-06-09 04:25:29,ECOM_200,Shoes,Canada,Mobile,iOS,3224.2579,1655.0733,18315.4528,16728.0501
2018-06-09 04:25:29,ECOM_200,Clothes,GreatBritain,Mobile,iOS,1677.0018,2694.0094,12955.9043,13659.844
2018-06-09 04:25:29,ECOM_200,Shoes,GreatBritain,Mobile,iOS,1868.2976,1548.6561,14659.8381,19452.6822
2018-06-10 04:25:29,ECOM_200,Clothes,USA,Mobile,iOS,3535.7646,1560.8823,13748.1694,18855.6545
2018-06-10 04:25:29,ECOM_200,Shoes,USA,Mobile,iOS,1383.8282,2281.4219,9743.9716,24883.5964
2018-06-10 04:25:29,ECOM_200,Clothes,Canada,Mobile,iOS,2260.1464,2187.3363,14863.4359,13217.4213
2018-06-10 04:25:29,ECOM_200,Shoes,Canada,Mobile,iOS,3329.4807,1651.6228,17562.3847,16746.4539
2018-06-10 04:25:29,ECOM_200,Clothes,GreatBritain,Mobile,iOS,1638.2356,2697.4666,12727.353,12930.9247
2018-06-10 04:25:29,ECOM_200,Shoes,GreatBritain,Mobile,iOS,1808.4818,1586.973,13646.3546,18956.522
2018-06-11 04:25:29,ECOM_200,Clothes,USA,Mobile,iOS,3432.483,1510.9497,13998.3807,18896.3404
2018-06-11 04:25:29,ECOM_200,Shoes,USA,Mobile,iOS,1349.8805,2269.1089,9576.1164,24611.207
2018-06-11 04:25:29,ECOM_200,Clothes,Canada,Mobile,iOS,2167.415,2221.1089,14833.2353,12384.1017
2018-06-11 04:25:29,ECOM_200,Shoes,Canada,Mobile,iOS,3285.6203,1665.2154,16905.4401,15891.1098
2018-06-11 04:25:29,ECOM_200,Clothes,GreatBritain,Mobile,iOS,1605.5823,2520.2091,12333.2883,12619.6898
2018-06-11 04:25:29,ECOM_200,Shoes,GreatBritain,Mobile,iOS,1795.5223,1553.1525,13179.7457,18160.2932
2018-06-12 04:25:29,ECOM_200,Clothes,USA,Mobile,iOS,3479.3625,1600.1793,13653.2262,18517.5683
2018-06-12 04:25:29,ECOM_200,Shoes,USA,Mobile,iOS,1379.0751,2371.8699,9331.5801,23915.1164
2018-06-12 04:25:29,ECOM_200,Clothes,Canada,Mobile,iOS,2035.3949,2202.9604,14685.1972,11862.9238
2018-06-12 04:25:29,ECOM_200,Shoes,Canada,Mobile,iOS,3212.4451,1679.7339,15981.2034,14466.4121
2018-06-12 04:25:29,ECOM_200,Clothes,GreatBritain,Mobile,iOS,1552.6855,2417.9852,12441.5408,11890.9244
2018-06-12 04:25:29,ECOM_200,Shoes,GreatBritain,Mobile,iOS,1896.8818,1521.141,13187.7039,18726.3828
2018-06-13 04:25:29,ECOM_200,Clothes,USA,Mobile,iOS,3427.9353,1529.8845,12831.7474,17630.761
2018-06-13 04:25:29,ECOM_200,Shoes,USA,Mobile,iOS,1383.0735,2250.4818,8791.3072,22817.531
2018-06-13 04:25:29,ECOM_200,Clothes,Canada,Mobile,iOS,1818.9156,2111.7389,14001.1816,10755.8612
2018-06-13 04:25:29,ECOM_200,Shoes,Canada,Mobile,iOS,3159.5414,1665.0696,14497.7808,13553.7486
2018-06-13 04:25:29,ECOM_200,Clothes,GreatBritain,Mobile,iOS,1629.6132,2419.702,12486.2693,12418.8626
2018-06-13 04:25:29,ECOM_200,Shoes,GreatBritain,Mobile,iOS,1808.9012,1544.2919,12688.6097,18142.3825
2018-06-14 04:25:29,ECOM_200,Clothes,USA,Mobile,iOS,3397.7984,1551.2657,12095.5582,16622.2725
2018-06-14 04:25:29,ECOM_200,Shoes,USA,Mobile,iOS,1319.2389,2258.7851,8268.1519,21233.0084
2018-06-14 04:25:29,ECOM_200,Clothes,Canada,Mobile,iOS,1642.1671,2046.8649,13663.3239,9868.8862
2018-06-14 04:25:29,ECOM_200,Shoes,Canada,Mobile,iOS,2978.9037,1607.9664,13001.5841,12344.05
2018-06-14 04:25:29,ECOM_200,Clothes,GreatBritain,Mobile,iOS,1705.5967,2443.6743,12936.9675,12333.7956
2018-06-14 04:25:29,ECOM_200,Shoes,GreatBritain,Mobile,iOS,1828.8505,1586.0428,12770.7148,19192.3183
2018-06-15 04:25:29,ECOM_200,Clothes,USA,Mobile,iOS,3419.9923,1583.7401,10973.7925,15079.3592
2018-06-15 04:25:29,ECOM_200,Shoes,USA,Mobile,iOS,1376.8117,2304.7708,7683.9732,19334.8747
2018-06-15 04:25:29,ECOM_200,Clothes,Canada,Mobile,iOS,1627.6432,1906.4113,12777.7785,9431.4614
2018-06-15 04:25:29,ECOM_200,Shoes,Canada,Mobile,iOS,2910.9686,1683.7649,12726.5148,11561.9548
2018-06-15 04:25:29,ECOM_200,Clothes,GreatBritain,Mobile,iOS,1618.4093,2493.3418,13269.7088,12638.825
2018-06-15 04:25:29,ECOM_200,Shoes,GreatBritain,Mobile,iOS,1833.473,1629.1849,12903.6197,19205.1229
2018-06-16 04:25:29,ECOM_200,Clothes,USA,Mobile,iOS,3380.6665,1462.1717,10102.2005,13676.2849
2018-06-16 04:25:29,ECOM_200,Shoes,USA,Mobile,iOS,1386.9378,2396.0068,7244.7472,18433.1579
2018-06-16 04:25:29,ECOM_200,Clothes,Canada,Mobile,iOS,1628.2327,1862.6641,12512.6705,9134.7608
2018-06-16 04:25:29,ECOM_200,Shoes,Canada,Mobile,iOS,2784.9796,1699.0534,12404.6977,11671.5594
2018-06-16 04:25:29,ECOM_200,Clothes,GreatBritain,Mobile,iOS,1623.4785,2571.7202,14001.5624,12597.2626
2018-06-16 04:25:29,ECOM_200,Shoes,GreatBritain,Mobile,iOS,1866.7481,1591.1068,12871.7568,20759.4562
2018-06-17 04:25:29,ECOM_200,Clothes,USA,Mobile,iOS,3332.2695,1527.7326,9896.5612,12929.4657
2018-06-17 04:25:29,ECOM_200,Shoes,USA,Mobile,iOS,1358.6929,2386.0475,6851.4106,17266.5666
2018-06-17 04:25:29,ECOM_200,Clothes,Canada,Mobile,iOS,1631.6364,1771.4963,12469.1141,9310.5926
2018-06-17 04:25:29,ECOM_200,Shoes,Canada,Mobile,iOS,2692.2031,1667.6736,12858.7952,12070.9722
2018-06-17 04:25:29,ECOM_200,Clothes,GreatBritain,Mobile,iOS,1662.8316,2616.1558,14721.7792,12694.8611
2018-06-17 04:25:29,ECOM_200,Shoes,GreatBritain,Mobile,iOS,1866.4165,1582.5369,13135.0758,21636.7013
2018-06-18 04:25:29,ECOM_200,Clothes,USA,Mobile,iOS,3444.2224,1472.9561,9580.9069,12976.8656
2018-06-18 04:25:29,ECOM_200,Shoes,USA,Mobile,iOS,1309.8249,2311.6801,6756.5676,16698.2703
2018-06-18 04:25:29,ECOM_200,Clothes,Canada,Mobile,iOS,1613.1389,1796.5901,12184.3198,9125.7491
2018-06-18 04:25:29,ECOM_200,Shoes,Canada,Mobile,iOS,2662.5956,1648.1295,12166.0462,11812.7542
2018-06-18 04:25:29,ECOM_200,Clothes,GreatBritain,Mobile,iOS,1700.7667,2608.6696,15234.9075,12986.8433
2018-06-18 04:25:29,ECOM_200,Shoes,GreatBritain,Mobile,iOS,1770.1338,1555.9216,13405.1527,22810.4768
2018-06-19 04:25:29,ECOM_200,Clothes,USA,Mobile,iOS,3523.5973,1559.5799,9839.6733,12891.6013
2018-06-19 04:25:29,ECOM_200,Shoes,USA,Mobile,iOS,1381.443,2236.4709,6909.0494,17054.7351
2018-06-19 04:25:29,ECOM_200,Clothes,Canada,Mobile,iOS,1643.4022,1742.8457,12246.075,9439.1112
2018-06-19 04:25:29,ECOM_200,Shoes,Canada,Mobile,iOS,2604.79,1694.5032,12710.1555,12117.279
2018-06-19 04:25:29,ECOM_200,Clothes,GreatBritain,Mobile,iOS,1650.9544,2717.3546,15665.5209,13518.3638
2018-06-19 04:25:29,ECOM_200,Shoes,GreatBritain,Mobile,iOS,1902.6121,1566.8028,13712.2641,23269.5324
2018-06-20 04:25:29,ECOM_200,Clothes,USA,Mobile,iOS,3372.5442,1552.1555,9740.2307,13192.3867
2018-06-20 04:25:29,ECOM_200,Shoes,USA,Mobile,iOS,1388.2874,2293.8516,6722.9661,16680.5308
2018-06-20 04:25:29,ECOM_200,Clothes,Canada,Mobile,iOS,1687.1903,1845.8185,12648.0984,10058.4328
2018-06-20 04:25:29,ECOM_200,Shoes,Canada,Mobile,iOS,2649.901,1678.7941,13411.7332,12644.1154
2018-06-20 04:25:29,ECOM_200,Clothes,GreatBritain,Mobile,iOS,1587.3466,2681.5889,16321.1129,13331.0774
2018-06-20 04:25:29,ECOM_200,Shoes,GreatBritain,Mobile,iOS,1962.5928,1538.6077,14296.4056,24003.9831
2018-06-21 04:25:29,ECOM_200,Clothes,USA,Mobile,iOS,3340.2269,1477.3612,9738.9945,13120.3052
2018-06-21 04:25:29,ECOM_200,Shoes,USA,Mobile,iOS,1290.0376,2212.0802,6793.2823,17258.8061
2018-06-21 04:25:29,ECOM_200,Clothes,Canada,Mobile,iOS,1769.3068,1860.2817,12834.4483,10101.8716
2018-06-21 04:25:29,ECOM_200,Shoes,Canada,Mobile,iOS,2774.0421,1702.317,14040.1012,13344.4667
2018-06-21 04:25:29,ECOM_200,Clothes,GreatBritain,Mobile,iOS,1643.2583,2698.8761,16779.7754,13613.1884
2018-06-21 04:25:29,ECOM_200,Shoes,GreatBritain,Mobile,iOS,1911.26,1567.6806,14430.9016,24325.9387
2018-06-22 04:25:29,ECOM_200,Clothes,USA,Mobile,iOS,3329.4916,1521.4788,10393.8805,14019.6269
2018-06-22 04:25:29,ECOM_200,Shoes,USA,Mobile,iOS,1409.8761,2359.4057,7091.0681,18208.5097
2018-06-22 04:25:29,ECOM_200,Clothes,Canada,Mobile,iOS,1823.2397,1873.2348,12953.1113,10570.2984
2018-06-22 04:25:29,ECOM_200,Shoes,Canada,Mobile,iOS,2859.6478,1767.636,14853.4764,13514.8177
2018-06-22 04:25:29,ECOM_200,Clothes,GreatBritain,Mobile,iOS,1662.1912,2780.8169,17463.0825,13933.817
2018-06-22 04:25:29,ECOM_200,Shoes,GreatBritain,Mobile,iOS,1873.4086,1558.127,14898.1946,25581.2152
2018-06-23 04:25:29,ECOM_200,Clothes,USA,Mobile,iOS,3384.4322,1545.9229,10792.9674,14848.0103
2018-06-23 04:25:29,ECOM_200,Shoes,USA,Mobile,iOS,1369.9252,2357.0217,7451.4796,18647.6058
2018-06-23 04:25:29,ECOM_200,Clothes,Canada,Mobile,iOS,1990.6412,1933.7406,13067.3564,11342.776
2018-06-23 04:25:29,ECOM_200,Shoes,Canada,Mobile,iOS,2856.0975,1708.4964,14883.9904,13851.9658
2018-06-23 04:25:29,ECOM_200,Clothes,GreatBritain,Mobile,iOS,1664.7854,2871.6001,17368.6766,14221.3858
2018-06-23 04:25:29,ECOM_200,Shoes,GreatBritain,Mobile,iOS,1889.895,1468.5558,15013.6158,25688.3151
2018-06-24 04:25:29,ECOM_200,Clothes,USA,Mobile,iOS,3423.479,1501.9009,11371.7641,14854.4506
2018-06-24 04:25:29,ECOM_200,Shoes,USA,Mobile,iOS,1395.9817,2367.1028,7927.6787,19650.1893
2018-06-24 04:25:29,ECOM_200,Clothes,Canada,Mobile,iOS,2028.2598,1934.1568,12971.4765,11713.1801
2018-06-24 04:25:29,ECOM_200,Shoes,Canada,Mobile,iOS,2934.6509,1666.9443,15424.7309,14679.2664
2018-06-24 04:25:29,ECOM_200,Clothes,GreatBritain,Mobile,iOS,1593.5755,2862.8816,17435.2989,14534.265
2018-06-24 04:25:29,ECOM_200,Shoes,GreatBritain,Mobile,iOS,1832.1538,1534.6689,15149.6656,25625.4457
2018-06-25 04:25:29,ECOM_200,Clothes,USA,Mobile,iOS,3409.2705,1526.3218,11676.2578,15576.7154
2018-06-25 04:25:29,ECOM_200,Shoes,USA,Mobile,iOS,1382.2354,2376.7327,8175.3788,20844.1193
2018-06-25 04:25:29,ECOM_200,Clothes,Canada,Mobile,iOS,2077.8912,1998.44,13234.7159,12056.887
2018-06-25 04:25:29,ECOM_200,Shoes,Canada,Mobile,iOS,2883.4008,1719.6772,16416.8187,15236.7987
2018-06-25 04:25:29,ECOM_200,Clothes,GreatBritain,Mobile,iOS,1603.8466,2827.0007,17436.1385,14283.1216
2018-06-25 04:25:29,ECOM_200,Shoes,GreatBritain,Mobile,iOS,1841.041,1531.6532,15381.4704,26169.894
2018-06-26 04:25:29,ECOM_200,Clothes,USA,Mobile,iOS,3295.3752,1534.145,12118.9882,16459.9449
2018-06-26 04:25:29,ECOM_200,Shoes,USA,Mobile,iOS,1395.4965,2249.869,8389.1885,21653.5562
2018-06-26 04:25:29,ECOM_200,Clothes,Canada,Mobile,iOS,2140.6508,1983.3276,13702.5046,12521.0534
2018-06-26 04:25:29,ECOM_200,Shoes,Canada,Mobile,iOS,2942.7528,1632.5038,17143.8253,15868.8862
2018-06-26 04:25:29,ECOM_200,Clothes,GreatBritain,Mobile,iOS,1651.8042,3000.9429,18288.3844,14947.3423
2018-06-26 04:25:29,ECOM_200,Shoes,GreatBritain,Mobile,iOS,1828.7083,1563.4716,15214.1235,26848.9261
2018-06-27 04:25:29,ECOM_200,Clothes,USA,Mobile,iOS,3337.834,1520.9581,12702.1919,16342.5963
